sentence_id_ai,speech_id,electoral_term,session,party,first_name,last_name,date,topic,combined_text,combined_text_preprocessed,tech_sentiment,guhr_sentiment
2548491,1054695,19,209,FDP,manuel,höferlin,2021-02-11,Policy,"Es gibt viele Punkte, die wir in unserem Papier aufgeführt haben, die noch in dieser Legislatur angestoßen werden müssen. Sie liefern letztlich mit Ihrer sogenannten Datenstrategie ein Pflichtenheft für die nächste Bundesregierung.",gibt viele punkte papier aufgeführt legislatur angestoßen müssen liefern letztlich sogenannten datenstrategie pflichtenheft nächste bundesregierung,neutral,neutral
2548496,1054697,19,209,Linke,anke,domscheit-berg,2021-02-11,Policy,Liebe Kolleginnen und Kollegen! Die vorliegende Datenstrategie soll die Position des Bundes zum Umgang mit Daten beschreiben.,kolleginnen kollegen vorliegende datenstrategie position bundes umgang daten beschreiben,neutral,neutral
2548500,1054697,19,209,Linke,anke,domscheit-berg,2021-02-11,Policy,"Bei vielen Zielen bleibt sie unkonkret, ist wenig ambitioniert und bleibt unverbindlich, und das leider vor allem auch in dem wichtigen Kapitel „Den Staat zum Vorreiter machen“. Die Open-Data-Strategie wird dort nur angekündigt.",vielen zielen bleibt unkonkret wenig ambitioniert bleibt unverbindlich wichtigen kapitel „den staat vorreiter machen“ opendatastrategie angekündigt,negative,negative
2548501,1054697,19,209,Linke,anke,domscheit-berg,2021-02-11,Policy,"Die Open-Data-Strategie wird dort nur angekündigt. Aber wer bei Open Data, also der freien Bereitstellung von nicht personenbezogenen Daten in öffentlicher Hand, Vorreiter sein will, der muss sich doch endlich mal zum Prinzip ÖGÖG bekennen, nämlich dem Prinzip, dass aus öffentlichen Geldern öffentliche Güter werden müssen und dass das auch für Daten gilt, die mit öffentlichen Mitteln finanziert worden sind.",opendatastrategie angekündigt wer open data freien bereitstellung personenbezogenen daten öffentlicher hand vorreiter endlich prinzip ögög bekennen prinzip öffentlichen geldern öffentliche güter müssen daten gilt öffentlichen mitteln finanziert worden,neutral,neutral
2548505,1054697,19,209,Linke,anke,domscheit-berg,2021-02-11,Policy,"Die Bundesregierung will weiterhin mit Steuern finanzierte Daten, zum Beispiel Wetterdaten, verkaufen. Auch Open Access findet sich nicht in der Datenstrategie.",bundesregierung weiterhin steuern finanzierte daten beispiel wetterdaten verkaufen open access findet datenstrategie,neutral,neutral
2548533,1054697,19,209,Linke,anke,domscheit-berg,2021-02-11,Policy,"So bleibt man Nachhut. Parallel zum existierenden GovData-Portal soll eine neue Verwaltungsdaten-Informationsplattform, VIP, aufgebaut werden.",bleibt nachhut parallel existierenden govdataportal neue verwaltungsdateninformationsplattform vip aufgebaut,neutral,neutral
2548535,1054697,19,209,Linke,anke,domscheit-berg,2021-02-11,Policy,Warum? Die Optimierung des GovData-Portals wäre wichtig; denn dieses Portal wirkt außerordentlich vernachlässigt.,warum optimierung govdataportals wäre wichtig portal wirkt außerordentlich vernachlässigt,negative,negative
2548541,1054697,19,209,Linke,anke,domscheit-berg,2021-02-11,Policy,"Noch ein letztes Beispiel. Die schon erwähnten Data Scientists, die Datennutzungsbeauftragten, sollen jetzt von allen Ministerien angestrebt werden.",letztes beispiel erwähnten data scientists datennutzungsbeauftragten sollen ministerien angestrebt,neutral,neutral
2548549,1054697,19,209,Linke,anke,domscheit-berg,2021-02-11,Society,"Da reicht mir ein Prüfauftrag ehrlich gesagt nicht. Was ich auch vermisse, sind offene diskriminierungsfreie Data Sets, die man zum Trainieren von künstlicher Intelligenz für gemeinwohlorientierte Zwecke jedem zur Verfügung stellen kann.",reicht prüfauftrag ehrlich gesagt vermisse offene diskriminierungsfreie data sets trainieren künstlicher intelligenz gemeinwohlorientierte zwecke verfügung stellen,negative,negative
2548552,1054697,19,209,Linke,anke,domscheit-berg,2021-02-11,Policy,"Dafür hätte ich sehr gerne Beifall geklatscht. So bleibt mein Fazit: Die Datenstrategie startete zwar als Tiger, ist aber als Bettvorleger gelandet.",hätte beifall geklatscht bleibt fazit datenstrategie startete tiger bettvorleger gelandet,negative,negative
2548573,1054699,19,209,Grüne,konstantin,von notz,2021-02-11,Policy,"Ihre sogenannte Strategie ist vor allem – der Kollege Höferlin hat es gesagt – eine recht lieblose Aufzählung von über 240 Einzelvorhaben; die meisten sind überhaupt nicht neu. Ob bei der Algorithmenregulierung oder Datenteilungspflicht, erneut gibt es nur vage Absichtserklärungen und Prüfaufträge, wohin man schaut.",sogenannte strategie – höferlin gesagt – recht lieblose aufzählung einzelvorhaben meisten überhaupt neu algorithmenregulierung datenteilungspflicht erneut gibt vage absichtserklärungen prüfaufträge wohin schaut,negative,neutral
2548583,1054701,19,209,CDU/CSU,nadine,schön,2021-02-11,Policy,"Liebe Kolleginnen und Kollegen! Unser Kanzleramtsminister Helge Braun und die Staatsministerin Doro Bär sitzen hier genauso fassungslos wie die Digitalpolitikerinnen und Digitalpolitiker, die vergangene Woche in der Sondersitzung des Digitalausschusses waren, die wir in der sitzungsfreien Woche organisiert hatten, um speziell mit Kanzleramtschef Helge Braun über die Datenstrategie zu sprechen.",kolleginnen kollegen kanzleramtsminister helge braun staatsministerin doro bär sitzen genauso fassungslos digitalpolitikerinnen digitalpolitiker vergangene woche sondersitzung digitalausschusses sitzungsfreien woche organisiert speziell kanzleramtschef helge braun datenstrategie sprechen,neutral,neutral
2548604,1054701,19,209,CDU/CSU,nadine,schön,2021-02-11,Policy,"Wir sehen den Mehrwert, den wir schaffen können, wenn wir dies verbessern. Deshalb, liebe Kolleginnen und Kollegen, ist das, was die Bundesregierung mit dieser Datenstrategie vorlegt, ein wirklich großer innovativer Start in eine innovative Datengestaltung der nächsten Jahre.",sehen mehrwert schaffen verbessern kolleginnen kollegen bundesregierung datenstrategie vorlegt großer innovativer start innovative datengestaltung nächsten jahre,positive,neutral
2548605,1054701,19,209,CDU/CSU,nadine,schön,2021-02-11,Policy,"Deshalb, liebe Kolleginnen und Kollegen, ist das, was die Bundesregierung mit dieser Datenstrategie vorlegt, ein wirklich großer innovativer Start in eine innovative Datengestaltung der nächsten Jahre. Wenn Sie die Datenstrategie gelesen haben – nach den Reden frage ich mich, ob die Rednerinnen und Redner sie überhaupt gelesen haben –, dann sehen Sie, dass man eine Status-quo-Betrachtung macht, dass man eine Zielvision beschreibt und dass man auch konkrete Schritte beschreibt, wie man da hinkommen will.",kolleginnen kollegen bundesregierung datenstrategie vorlegt großer innovativer start innovative datengestaltung nächsten jahre datenstrategie gelesen – reden frage rednerinnen redner überhaupt gelesen – sehen statusquobetrachtung macht zielvision beschreibt konkrete schritte beschreibt hinkommen,positive,positive
2548608,1054701,19,209,CDU/CSU,nadine,schön,2021-02-11,Policy,"Ich kann Ihnen sagen: Wir bleiben ja nicht stehen. Wir fangen direkt an, die Datenstrategie umzusetzen.",sagen bleiben stehen fangen direkt datenstrategie umzusetzen,neutral,neutral
2548610,1054701,19,209,CDU/CSU,nadine,schön,2021-02-11,Policy,Dorothee Bär hat darauf hingewiesen: Das Krebsregister wurde geschaffen. Gestern war das zweite Open-Data-Gesetz im Kabinett.,dorothee bär hingewiesen krebsregister wurde geschaffen gestern zweite opendatagesetz kabinett,neutral,neutral
2548650,1054703,19,209,FDP,mario,brandenburg,2021-02-11,Policy,Wissentlich oder unwissentlich haben Sie sich an der Stelle eigentlich ein Digitalministerium gebaut. Der letzte Bereich – das hat die Kollegin Domscheit-Berg richtigerweise angesprochen –: Der Open-Data-Teil ist im Prinzip richtig.,wissentlich unwissentlich stelle digitalministerium gebaut letzte bereich – kollegin domscheitberg richtigerweise angesprochen – opendatateil prinzip richtig,neutral,neutral
2548666,1054705,19,209,SPD,elvan,korkmaz-emre,2021-02-11,Policy,"Und Aufgabe von Politik ist es, klare und konsistente Regeln für die Bereitstellung und Nutzung von Daten zu definieren und so den Zugang zu verbreitern und die Chancen gleichmäßig zu verteilen. Die Datenstrategie der Bundesregierung muss also eine Antwort auf die Frage sein, wie eine künftige Datenordnung sozialen und nachhaltigen Fortschritt realisieren kann.",aufgabe politik klare konsistente regeln bereitstellung nutzung daten definieren zugang verbreitern chancen gleichmäßig verteilen datenstrategie bundesregierung frage künftige datenordnung sozialen nachhaltigen fortschritt realisieren,neutral,neutral
2548667,1054705,19,209,SPD,elvan,korkmaz-emre,2021-02-11,Policy,"Die Datenstrategie der Bundesregierung muss also eine Antwort auf die Frage sein, wie eine künftige Datenordnung sozialen und nachhaltigen Fortschritt realisieren kann. Und nun ist sie da, die langersehnte Datenstrategie der Bundesregierung.",datenstrategie bundesregierung frage künftige datenordnung sozialen nachhaltigen fortschritt realisieren langersehnte datenstrategie bundesregierung,neutral,neutral
2548671,1054705,19,209,SPD,elvan,korkmaz-emre,2021-02-11,Policy,"Die Strategie formuliert genau unseren Anspruch, nämlich Daten innovativ, verantwortungsvoll und gemeinwohlorientiert zu nutzen. Der Koalitionspartner hatte in der KI-Enquete-Kommission noch die Streichung von Grundsätzen der DSGVO gefordert; die Datenstrategie aber bekennt sich klar dazu.",strategie formuliert anspruch daten innovativ verantwortungsvoll gemeinwohlorientiert nutzen koalitionspartner kienquetekommission streichung grundsätzen dsgvo gefordert datenstrategie bekennt,neutral,neutral
2548684,1054705,19,209,SPD,elvan,korkmaz-emre,2021-02-11,Economy,"Wer mit personenbezogenen Daten potenziell Gewinn macht, kann kein vertrauensvoller Intermediär sein, der unsere Daten verwaltet. Das klingt nicht nur plausibel, das ist es auch, und auf diesen Punkt kommt es in der Datenstrategie und bei der Umsetzung an.",wer personenbezogenen daten potenziell gewinn macht vertrauensvoller intermediär daten verwaltet klingt plausibel punkt kommt datenstrategie umsetzung,neutral,neutral
2548686,1054705,19,209,SPD,elvan,korkmaz-emre,2021-02-11,Policy,"Ein Gedanke zum Abschluss: Wir befinden uns in einer globalen Pandemie und in einer menschenbedrohenden Klimakrise. Daten und KI sind Werkzeuge, und wir müssen sie nutzen, um unsere Demokratie zu stärken, um den CO2-Ausstoß zu reduzieren und Wohlstand für alle zu erreichen.",gedanke abschluss befinden globalen pandemie menschenbedrohenden klimakrise daten ki werkzeuge müssen nutzen demokratie stärken coausstoß reduzieren wohlstand erreichen,positive,neutral
2548690,1054707,19,209,Grüne,dieter,janecek,2021-02-11,Policy,"Sehr geehrter Herr Präsident! Die aktuelle Pandemie zeigt uns wie in einem Brennglas, wie wir in Deutschland bei Digitalisierung, Datenanalyse und Datenstrategie dastehen, nämlich nicht besonders gut.",geehrter aktuelle pandemie zeigt brennglas deutschland digitalisierung datenanalyse datenstrategie dastehen besonders,neutral,negative
2548693,1054707,19,209,Grüne,dieter,janecek,2021-02-11,Policy,"Deutschland mag ein Land der Ingenieurskunst sein, das Land der Datenanalyse ist es nicht. Ist die Datenstrategie, die Sie jetzt vorlegen, endlich der große Befreiungsschlag für die deutsche Digitalpolitik?",deutschland mag land ingenieurskunst land datenanalyse datenstrategie vorlegen endlich große befreiungsschlag deutsche digitalpolitik,neutral,neutral
2548702,1054707,19,209,Grüne,dieter,janecek,2021-02-11,Economy,"Da sind die Potenziale gigantisch; wir Grüne haben das seit vielen Jahren in vielen Anträgen auch hier im Deutschen Bundestag immer wieder betont. Der Zugang zu Daten – Stichwort: Open Data – ermöglicht nicht nur neue Geschäftsmodelle für innovative Start-ups, sondern auch gemeinwohlorientierte Anwendungen, ökologische und soziale Innovationen.",potenziale gigantisch grüne seit vielen jahren vielen anträgen deutschen bundestag immer betont zugang daten – stichwort open data – ermöglicht neue geschäftsmodelle innovative startups gemeinwohlorientierte anwendungen ökologische soziale innovationen,positive,positive
2548704,1054707,19,209,Grüne,dieter,janecek,2021-02-11,Policy,"So habe ich zusammen mit der Kollegin Christmann vor einem Jahr den Vorschlag für eine Innovationsstiftung für nachhaltige und soziale digitale Anwendungen vorgelegt. Wir haben übrigens auch den Vorschlag unterbreitet, in der Pandemie eine Technology Taskforce einzurichten, um bei der Datenstrategie endlich in die Umsetzung zu kommen.",zusammen kollegin christmann jahr vorschlag innovationsstiftung nachhaltige soziale digitale anwendungen vorgelegt vorschlag unterbreitet pandemie technology taskforce einzurichten datenstrategie endlich umsetzung kommen,positive,neutral
2548706,1054707,19,209,Grüne,dieter,janecek,2021-02-11,Society,"Das ist nicht passiert, das fehlt, und das muss jetzt umgesetzt werden. Eine Datenstrategie in Deutschland muss sich am Gemeinwohl ausrichten.",passiert fehlt umgesetzt datenstrategie deutschland gemeinwohl ausrichten,neutral,negative
2548712,1054707,19,209,Grüne,dieter,janecek,2021-02-11,Policy,"Wir haben sie leider oft nicht und verteilen das Geld mit der Gießkanne, und können am Ende dann eben nicht so zielgerichtet helfen, wie es möglich wäre, wenn wir die Daten vorher erhoben hätten. Höchste Zeit also, dass Sie nach langem Warten und Monaten der Verzögerung diese Datenstrategie endlich vorgelegt haben.",oft verteilen geld gießkanne ende zielgerichtet helfen möglich wäre daten vorher erhoben hätten höchste zeit langem warten monaten verzögerung datenstrategie endlich vorgelegt,positive,negative
2548714,1054707,19,209,Grüne,dieter,janecek,2021-02-11,Society,"Die Ausrichtung aufs Gemeinwohl, die Chancen für den Klimaschutz – darüber könnte man noch lange diskutieren. Das Thema „künstliche Intelligenz“ spielt eine Rolle.",ausrichtung aufs gemeinwohl chancen klimaschutz – darüber lange diskutieren thema „künstliche intelligenz“ spielt rolle,neutral,neutral
2548720,1054709,19,209,CDU/CSU,tankred,schipanski,2021-02-11,Policy,"Meine Damen und Herren! Mit der Debatte zur Datenstrategie setzen wir das digitalpolitische Feuerwerk, mit dem wir das Jahr 2021 gestartet haben, fort: im Januar eine starke GWB-Novelle, Anfang Februar ein Meilenstein beim Thema Registermodernisierung, heute die Datenstrategie, in den nächsten Wochen die Novellen zum TKG, zum NetzDG, zum IT-Sicherheitsgesetz 2.0, zum Urheberrecht sowie ein weiteres Open-Data-Gesetz.",,neutral,neutral
2548723,1054709,19,209,CDU/CSU,tankred,schipanski,2021-02-11,Policy,"Im Übrigen sind das alles Themenfelder, die eng mit Europa abgestimmt sind und bei denen Deutschland oftmals Taktgeber für die EU ist. Schauen Sie in den Digital Services Act, den Digital Markets Act, den Data Governance Act: Alles das wurde eng abgestimmt.",übrigen themenfelder eng europa abgestimmt denen deutschland oftmals taktgeber eu schauen digital services act digital markets act data governance act wurde eng abgestimmt,neutral,neutral
2548726,1054709,19,209,CDU/CSU,tankred,schipanski,2021-02-11,Policy,Doro Bär hat es dargestellt: Es ist eine Dachstrategie. Sie ist eng mit der europäischen Datenstrategie abgestimmt.,doro bär dargestellt dachstrategie eng europäischen datenstrategie abgestimmt,neutral,neutral
2548750,1054711,19,209,CDU/CSU,tankred,schipanski,2021-02-11,Policy,"Wer diese Erkenntnis dann auch interpretieren kann und in Handlungsansätze verwandelt, der ist in der Lage, wertschöpfendes Potenzial von Daten zu erschließen. Die Datenstrategie benennt viele Programme und Ideen, beispielsweise wie das Bundesbildungsministerium diese Datenkompetenz in Bildung und Ausbildung etablieren will.",wer erkenntnis interpretieren handlungsansätze verwandelt lage wertschöpfendes potenzial daten erschließen datenstrategie benennt viele programme ideen beispielsweise bundesbildungsministerium datenkompetenz bildung ausbildung etablieren,neutral,neutral
2548751,1054711,19,209,CDU/CSU,tankred,schipanski,2021-02-11,Policy,"Die Datenstrategie benennt viele Programme und Ideen, beispielsweise wie das Bundesbildungsministerium diese Datenkompetenz in Bildung und Ausbildung etablieren will. Die Datenstrategie zeigt auch, wie das Bundeswirtschaftsministerium mit einem neuen Programm namens Go-Data datenbasierte Geschäftsmodelle unterstützt.",datenstrategie benennt viele programme ideen beispielsweise bundesbildungsministerium datenkompetenz bildung ausbildung etablieren datenstrategie zeigt bundeswirtschaftsministerium neuen programm namens godata datenbasierte geschäftsmodelle unterstützt,neutral,neutral
2548753,1054711,19,209,CDU/CSU,tankred,schipanski,2021-02-11,Society,"Sie zeigt uns, dass auch das Bundesarbeitsministerium das Thema Datenkompetenz in seinen Zukunftszentren, die in jedem Bundesland unseren Mittelstand beraten, als Themenfeld etabliert hat. Auch das Familienministerium fördert Datenkompetenz in zivilgesellschaftlichen Organisationen über sogenannte Civic Data Labs.",zeigt bundesarbeitsministerium thema datenkompetenz zukunftszentren bundesland mittelstand beraten themenfeld etabliert familienministerium fördert datenkompetenz zivilgesellschaftlichen organisationen sogenannte civic data labs,neutral,neutral
2548755,1054711,19,209,CDU/CSU,tankred,schipanski,2021-02-11,Policy,"Sie sehen: Datenkompetenz ist, wie die gesamte Datenpolitik, eine Querschnittsmaterie. Daher erhält der Ausschuss Digitale Agenda für die Datenstrategie auch die Federführung.",sehen datenkompetenz gesamte datenpolitik querschnittsmaterie erhält ausschuss digitale agenda datenstrategie federführung,neutral,neutral
2548782,1054719,19,209,SPD,jens,zimmermann,2021-02-11,Policy,"Es ist schon angesprochen worden: Wir haben die Datenethikkommission eingesetzt, weil wir gesagt haben: Wir brauchen eine breite fachliche Grundlage. – Wir haben hier im Parlament die Enquete-Kommission gehabt, die eine hervorragende Arbeit zum Thema „Künstliche Intelligenz“ geleistet hat, bei dem Daten ja die absolute Grundlage sind.",angesprochen worden datenethikkommission eingesetzt gesagt brauchen breite fachliche grundlage – parlament enquetekommission gehabt hervorragende arbeit thema „künstliche intelligenz“ geleistet daten absolute grundlage,neutral,neutral
2548783,1054719,19,209,SPD,jens,zimmermann,2021-02-11,Policy,"– Wir haben hier im Parlament die Enquete-Kommission gehabt, die eine hervorragende Arbeit zum Thema „Künstliche Intelligenz“ geleistet hat, bei dem Daten ja die absolute Grundlage sind. Dass nach Beendigung der Datenethikkommission, nach Beendigung der Enquete-Kommission jetzt die Datenstrategie vorgelegt wird, ist meiner Meinung nach stringentes Handeln, meine Damen und Herren.",– parlament enquetekommission gehabt hervorragende arbeit thema „künstliche intelligenz“ geleistet daten absolute grundlage beendigung datenethikkommission beendigung enquetekommission datenstrategie vorgelegt meinung stringentes handeln,neutral,neutral
2548784,1054719,19,209,SPD,jens,zimmermann,2021-02-11,Policy,"Dass nach Beendigung der Datenethikkommission, nach Beendigung der Enquete-Kommission jetzt die Datenstrategie vorgelegt wird, ist meiner Meinung nach stringentes Handeln, meine Damen und Herren. Es ist ganz klar, dass unser aller Leben zunehmend von Daten und Algorithmen getrieben wird.",beendigung datenethikkommission beendigung enquetekommission datenstrategie vorgelegt meinung stringentes handeln ganz leben zunehmend daten algorithmen getrieben,neutral,neutral
2548785,1054719,19,209,SPD,jens,zimmermann,2021-02-11,Society,"Es ist ganz klar, dass unser aller Leben zunehmend von Daten und Algorithmen getrieben wird. Wenn wir einen Handyvertrag abschließen wollen, dann entscheiden Daten aus unserer Vergangenheit und Algorithmen darüber, ob wir den überhaupt bekommen.",ganz leben zunehmend daten algorithmen getrieben handyvertrag abschließen entscheiden daten unserer vergangenheit algorithmen darüber überhaupt bekommen,neutral,neutral
2548788,1054719,19,209,SPD,jens,zimmermann,2021-02-11,Society,"All das sind Bereiche, die zeigen, dass unser alltägliches Leben sich durch Daten verändert. Ein zentrales Kapitel der Datenstrategie ist das Thema digitale Kompetenzen.",all bereiche zeigen alltägliches leben daten verändert zentrales kapitel datenstrategie thema digitale kompetenzen,neutral,neutral
2548798,1054719,19,209,SPD,jens,zimmermann,2021-02-11,Policy,"Es braucht vor allem Bürgerinnen und Bürger, die dann kritisch mit all dem umgehen können, die kritisch hinterfragen können, was hier passiert, die kritisch hinterfragen können, wie eigentlich Entscheidungen zustande kommen. Das ist einer der Punkte, den wir als SPD immer bei der Erstellung dieser Datenstrategie in den Fokus genommen haben und den wir auch nach dem 26. September 2021 in den Mittelpunkt stellen werden.",braucht bürgerinnen bürger kritisch all umgehen kritisch hinterfragen passiert kritisch hinterfragen entscheidungen zustande kommen punkte spd immer erstellung datenstrategie fokus genommen september mittelpunkt stellen,negative,neutral
2548817,1054723,19,209,CDU/CSU,hansjörg,durz,2021-02-11,Policy,"Wer aber echte Datensouveränität will, der muss den Bürger befähigen, Informationen zu lesen, sein Handeln im Netz zu verstehen und bewusste Entscheidungen zu treffen. Die Datenstrategie zeigt hier ganz konkret Lösungswege auf.",wer echte datensouveränität bürger befähigen informationen lesen handeln netz verstehen bewusste entscheidungen treffen datenstrategie zeigt ganz konkret lösungswege,neutral,neutral
2548833,1054723,19,209,CDU/CSU,hansjörg,durz,2021-02-11,Economy,"Deshalb muss eine goldene Regel für jeden Anbieter gelten: Ein Datentreuhänder ist eine neutrale Instanz, und ein Treuhänder verscherbelt keine Bürgerdaten. Die Förderung von Datentreuhändern, die diese Datenstrategie vorsieht, hat jedoch auch Implikationen auf die Struktur der Digitalwirtschaft; denn oftmals ist der Kern vieler digitaler Dienste der gleiche: ein werbefinanziertes Geschäftsmodell.",goldene regel anbieter gelten datentreuhänder neutrale instanz treuhänder verscherbelt bürgerdaten förderung datentreuhändern datenstrategie vorsieht jedoch implikationen struktur digitalwirtschaft oftmals kern vieler digitaler dienste gleiche werbefinanziertes geschäftsmodell,neutral,neutral
2548839,1054723,19,209,CDU/CSU,hansjörg,durz,2021-02-11,Policy,"Hier vereinen sich Bürgersouveränität und Verbrauchersouveränität, und das ist gut so. In der Datenstrategie ist aber nicht bloß das Ziel der Etablierung von Datentreuhändern formuliert, sondern auch dargelegt, welche Schritte wir dafür zu gehen haben: Erstens werden wir einen Ideenwettbewerb für Datentreuhänder initiieren, um eine möglichst breite Vielfalt an Modellen zu gewährleisten.",vereinen bürgersouveränität verbrauchersouveränität datenstrategie bloß ziel etablierung datentreuhändern formuliert dargelegt schritte gehen erstens ideenwettbewerb datentreuhänder initiieren möglichst breite vielfalt modellen gewährleisten,neutral,neutral
2551421,1054906,19,209,FDP,roman,müller-böhm,2021-02-11,Society,"Eine der vielen Erkenntnisse aus der Coronakrise ist, dass unser Land gerade in alltäglichen Situationen vergleichsweise schlecht digitalisiert ist. Das haben wir nicht nur heute Mittag bei der Beratung der Datenstrategie gesehen, sondern das sehen wir auch bei dem jetzigen Thema, dem Meldeschein in Beherbergungsstätten.",vielen erkenntnisse coronakrise land alltäglichen situationen vergleichsweise schlecht digitalisiert heute mittag beratung datenstrategie gesehen sehen jetzigen thema meldeschein beherbergungsstätten,neutral,neutral
2559939,1055565,19,212,CDU/CSU,katja,leikert,2021-02-25,Policy,"Die Europäische Union hat viel vor. Sie ordnet den Marktplatz für Digitales komplett neu: Digital Services Act, Digital Markets Act, Data Governance Act, neue KI-Richtlinie.",europäische union ordnet marktplatz digitales komplett neu digital services act digital markets act data governance act neue kirichtlinie,neutral,neutral
